success,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,rt,stimulus,response,task,slider_start,question_order
,html-slider-response,5,18431,0.0-5.0,105,1,2023-07-28 13:00:20,7a4f6f46072172baf6cc5ed6ca5ffe46,87.61.103.151,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,2733,"<p>When I am angry, I listen to music.</p>",60,text_slider_response,50,
,survey-likert,6,48714,0.0-6.0-0.0,105,1,2023-07-28 13:00:20,7a4f6f46072172baf6cc5ed6ca5ffe46,87.61.103.151,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,30279,,"{""Singing"":3,""Drums"":3,""Piano"":3}",likert_survey,,"[0,1,2,3,4,5]"
,survey-likert,7,56352,0.0-7.0-0.0,105,1,2023-07-28 13:00:20,7a4f6f46072172baf6cc5ed6ca5ffe46,87.61.103.151,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,7634,,"{""Singing"":3,""Drums"":3,""Piano"":3}",likert_survey,,"[0,1,2,3,4,5]"
,survey-likert,8,63697,0.0-8.0-0.0,105,1,2023-07-28 13:00:20,7a4f6f46072172baf6cc5ed6ca5ffe46,87.61.103.151,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,7342,,"{""Singing"":3,""Drums"":3,""Piano"":3}",likert_survey,,"[0,1,2,3,4,5]"
true,fullscreen,0,2020,0.0-0.0,104,1,2023-07-28 12:59:06,7a4f6f46072172baf6cc5ed6ca5ffe46,84.251.56.165,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,,,,,,
,html-button-response,1,7313,0.0-1.0,104,1,2023-07-28 12:59:06,7a4f6f46072172baf6cc5ed6ca5ffe46,84.251.56.165,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,5290,"Hallo to our Music and mood online-survey by Zoe, Thomas, Miriam and Lale",0,,,
,html-button-response,2,11417,0.0-2.0,104,1,2023-07-28 12:59:06,7a4f6f46072172baf6cc5ed6ca5ffe46,84.251.56.165,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,4103,"
        <p>This survey may need at most five minutes.</p>
        <p> You have to use a scale with a slider.</p>",0,instruction,,
,html-slider-response,3,15962,0.0-3.0,104,1,2023-07-28 12:59:06,7a4f6f46072172baf6cc5ed6ca5ffe46,84.251.56.165,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,4543,"<p>When I am sad, I listen to music.</p>",76,text_slider_response,50,
,html-slider-response,4,18785,0.0-4.0,104,1,2023-07-28 12:59:06,7a4f6f46072172baf6cc5ed6ca5ffe46,84.251.56.165,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,2822,"<p>When I am happy, I listen to music.</p>",74,text_slider_response,50,
,html-slider-response,5,21154,0.0-5.0,104,1,2023-07-28 12:59:06,7a4f6f46072172baf6cc5ed6ca5ffe46,84.251.56.165,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,2367,"<p>When I am angry, I listen to music.</p>",72,text_slider_response,50,
,survey-likert,6,54002,0.0-6.0-0.0,104,1,2023-07-28 12:59:06,7a4f6f46072172baf6cc5ed6ca5ffe46,84.251.56.165,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,32846,,"{""Singing"":0,""Drums"":1,""Piano"":1}",likert_survey,,"[0,1,2,3,4,5]"
,survey-likert,7,91379,0.0-7.0-0.0,104,1,2023-07-28 12:59:06,7a4f6f46072172baf6cc5ed6ca5ffe46,84.251.56.165,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,37374,,"{""Singing"":3,""Drums"":0,""Piano"":3}",likert_survey,,"[0,1,2,3,4,5]"
,survey-likert,8,112658,0.0-8.0-0.0,104,1,2023-07-28 12:59:06,7a4f6f46072172baf6cc5ed6ca5ffe46,84.251.56.165,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,21276,,"{""Singing"":3,""Drums"":3,""Piano"":3}",likert_survey,,"[0,1,2,3,4,5]"
true,fullscreen,0,2664,0.0-0.0,96,1,2023-07-28 12:58:15,7a4f6f46072172baf6cc5ed6ca5ffe46,80.208.71.254,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",WebKit,Chrome,114.0.0.0,Windows,10.0,,,,,,
,html-button-response,1,7222,0.0-1.0,96,1,2023-07-28 12:58:15,7a4f6f46072172baf6cc5ed6ca5ffe46,80.208.71.254,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",WebKit,Chrome,114.0.0.0,Windows,10.0,4554,"Hallo to our Music and mood online-survey by Zoe, Thomas, Miriam and Lale",0,,,
,html-button-response,2,9294,0.0-2.0,96,1,2023-07-28 12:58:15,7a4f6f46072172baf6cc5ed6ca5ffe46,80.208.71.254,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",WebKit,Chrome,114.0.0.0,Windows,10.0,2070,"
        <p>This survey may need at most five minutes.</p>
        <p> You have to use a scale with a slider.</p>",0,instruction,,
,html-slider-response,3,16476,0.0-3.0,96,1,2023-07-28 12:58:15,7a4f6f46072172baf6cc5ed6ca5ffe46,80.208.71.254,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",WebKit,Chrome,114.0.0.0,Windows,10.0,7180,"<p>When I am sad, I listen to music.</p>",23,text_slider_response,50,
,html-slider-response,4,19433,0.0-4.0,96,1,2023-07-28 12:58:15,7a4f6f46072172baf6cc5ed6ca5ffe46,80.208.71.254,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",WebKit,Chrome,114.0.0.0,Windows,10.0,2955,"<p>When I am happy, I listen to music.</p>",72,text_slider_response,50,
,html-slider-response,5,24831,0.0-5.0,96,1,2023-07-28 12:58:15,7a4f6f46072172baf6cc5ed6ca5ffe46,80.208.71.254,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",WebKit,Chrome,114.0.0.0,Windows,10.0,5395,"<p>When I am angry, I listen to music.</p>",68,text_slider_response,50,
,survey-likert,6,59724,0.0-6.0-0.0,96,1,2023-07-28 12:58:15,7a4f6f46072172baf6cc5ed6ca5ffe46,80.208.71.254,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",WebKit,Chrome,114.0.0.0,Windows,10.0,34888,,"{""Singing"":2,""Drums"":3,""Piano"":2}",likert_survey,,"[0,1,2,3,4,5]"
,survey-likert,7,80134,0.0-7.0-0.0,96,1,2023-07-28 12:58:15,7a4f6f46072172baf6cc5ed6ca5ffe46,80.208.71.254,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",WebKit,Chrome,114.0.0.0,Windows,10.0,20403,,"{""Singing"":1,""Drums"":1,""Piano"":2}",likert_survey,,"[0,1,2,3,4,5]"
,survey-likert,8,94418,0.0-8.0-0.0,96,1,2023-07-28 12:58:15,7a4f6f46072172baf6cc5ed6ca5ffe46,80.208.71.254,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",WebKit,Chrome,114.0.0.0,Windows,10.0,14279,,"{""Singing"":3,""Drums"":3,""Piano"":3}",likert_survey,,"[0,1,2,3,4,5]"
true,fullscreen,0,2529,0.0-0.0,95,1,2023-07-28 12:58:15,7a4f6f46072172baf6cc5ed6ca5ffe46,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,,,
,html-button-response,1,6021,0.0-1.0,95,1,2023-07-28 12:58:15,7a4f6f46072172baf6cc5ed6ca5ffe46,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,3488,"Hallo to our Music and mood online-survey by Zoe, Thomas, Miriam and Lale",0,,,
,html-button-response,2,8222,0.0-2.0,95,1,2023-07-28 12:58:15,7a4f6f46072172baf6cc5ed6ca5ffe46,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,2197,"
        <p>This survey may need at most five minutes.</p>
        <p> You have to use a scale with a slider.</p>",0,instruction,,
,html-slider-response,3,13848,0.0-3.0,95,1,2023-07-28 12:58:15,7a4f6f46072172baf6cc5ed6ca5ffe46,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,5626,"<p>When I am sad, I listen to music.</p>",31,text_slider_response,50,
,html-slider-response,4,21403,0.0-4.0,95,1,2023-07-28 12:58:15,7a4f6f46072172baf6cc5ed6ca5ffe46,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,7554,"<p>When I am happy, I listen to music.</p>",52,text_slider_response,50,
,html-slider-response,5,25175,0.0-5.0,95,1,2023-07-28 12:58:15,7a4f6f46072172baf6cc5ed6ca5ffe46,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,3769,"<p>When I am angry, I listen to music.</p>",63,text_slider_response,50,
,survey-likert,6,78016,0.0-6.0-0.0,95,1,2023-07-28 12:58:15,7a4f6f46072172baf6cc5ed6ca5ffe46,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,52838,,"{""Singing"":3,""Drums"":3,""Piano"":1}",likert_survey,,"[0,1,2,3,4,5]"
,survey-likert,7,106849,0.0-7.0-0.0,95,1,2023-07-28 12:58:15,7a4f6f46072172baf6cc5ed6ca5ffe46,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,28830,,"{""Singing"":3,""Drums"":3,""Piano"":3}",likert_survey,,"[0,1,2,3,4,5]"
,survey-likert,8,135686,0.0-8.0-0.0,95,1,2023-07-28 12:58:15,7a4f6f46072172baf6cc5ed6ca5ffe46,2.106.85.206,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,28835,,"{""Singing"":3,""Drums"":3,""Piano"":3}",likert_survey,,"[0,1,2,3,4,5]"
