success,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,rt,stimulus,response,task,timeout,failed_images,failed_audio,failed_video,question_order
true,fullscreen,0,5846,0.0-0.0,16,1,2023-07-28 12:52:18,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",WebKit,Chrome,114.0.0.0,Windows,10.0,,,,,,,,,
,html-button-response,1,8052,0.0-1.0,16,1,2023-07-28 12:52:18,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",WebKit,Chrome,114.0.0.0,Windows,10.0,2202,Welcome to the experiment of group 1,0,,,,,,
,html-button-response,2,29075,0.0-2.0,16,1,2023-07-28 12:52:18,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",WebKit,Chrome,114.0.0.0,Windows,10.0,21022,"
        <p>In this experiment, you will hear 4 songs playing.</p>
        <p> After each track, you will see an image. You will have 30s to memorise as many items as possible </p>
        <p> Then, you will need to select at most 18 items you remember.</p>",0,instruction,,,,,
true,preload,3,29077,0.0-3.0,16,1,2023-07-28 12:52:18,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",WebKit,Chrome,114.0.0.0,Windows,10.0,,,,,false,[],[],[],
,audio-button-response,4,51162,0.0-4.0,16,1,2023-07-28 12:52:18,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",WebKit,Chrome,114.0.0.0,Windows,10.0,20829,classic_audio_1.wav,0,audio_button1,,,,,
,image-button-response,5,86193,0.0-5.0,16,1,2023-07-28 12:52:18,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",WebKit,Chrome,114.0.0.0,Windows,10.0,35028,image_1.jpg,0,image_button1,,,,,
,survey-multi-select,6,165288,0.0-6.0,16,1,2023-07-28 12:52:18,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",WebKit,Chrome,114.0.0.0,Windows,10.0,79082,,"{""image_response1"":[""Courgette"",""Potato"",""Bread"",""Donut"",""Lemon"",""Orange"",""Raspberry"",""Strawberry"",""Cucumber"",""Pommegranate"",""Tomato"",""Croissant"",""Fries"",""Salmon""]}",multi_select1,,,,,[0]
,audio-button-response,7,187187,0.0-7.0,16,1,2023-07-28 12:52:18,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",WebKit,Chrome,114.0.0.0,Windows,10.0,20320,metal_audio_1.wav,0,audio_button2,,,,,
,image-button-response,8,220259,0.0-8.0,16,1,2023-07-28 12:52:18,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",WebKit,Chrome,114.0.0.0,Windows,10.0,33071,image_2.jpg,0,image_button2,,,,,
,survey-multi-select,9,252961,0.0-9.0,16,1,2023-07-28 12:52:18,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",WebKit,Chrome,114.0.0.0,Windows,10.0,32691,,"{""image_response2"":[""Bee"",""Fire"",""Volcano"",""Lion"",""Polar bear"",""Parrot"",""Helicopter"",""Moon"",""Butterfly""]}",multi_select2,,,,,[0]
,audio-button-response,10,272392,0.0-10.0,16,1,2023-07-28 12:52:18,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",WebKit,Chrome,114.0.0.0,Windows,10.0,18080,metal_audio_2.wav,0,audio_button3,,,,,
,image-button-response,11,304668,0.0-11.0,16,1,2023-07-28 12:52:18,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",WebKit,Chrome,114.0.0.0,Windows,10.0,32273,image_3.jpg,0,image_button3,,,,,
,survey-multi-select,12,340329,0.0-12.0,16,1,2023-07-28 12:52:18,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",WebKit,Chrome,114.0.0.0,Windows,10.0,35652,,"{""image_response3"":[""Heart"",""Liver"",""Bone"",""Muscle"",""Stethoscope"",""Brain"",""Medication"",""Coat"",""Vaccin"",""Blood"",""Gloves"",""Alcohol"",""Wheelchair"",""Hospital"",""Virus""]}",multi_select3,,,,,[0]
,audio-button-response,13,365422,0.0-13.0,16,1,2023-07-28 12:52:18,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",WebKit,Chrome,114.0.0.0,Windows,10.0,23760,classic_audio_2.wav,0,audio_button4,,,,,
,image-button-response,14,398871,0.0-14.0,16,1,2023-07-28 12:52:18,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",WebKit,Chrome,114.0.0.0,Windows,10.0,33447,image_4.jpg,0,image_button4,,,,,
,survey-multi-select,15,450017,0.0-15.0,16,1,2023-07-28 12:52:18,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",WebKit,Chrome,114.0.0.0,Windows,10.0,51137,,"{""image_response4"":[""Desk"",""Spatula"",""Washing machine"",""Lamp"",""Tape"",""Bottle"",""Glass"",""Mixer"",""Mirror"",""Curtains"",""Pillow""]}",multi_select4,,,,,[0]
true,fullscreen,16,451022,0.0-16.0,16,1,2023-07-28 12:52:18,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",WebKit,Chrome,114.0.0.0,Windows,10.0,,,,,,,,,
,html-keyboard-response,17,628482,0.0-17.0,16,1,2023-07-28 12:52:18,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",WebKit,Chrome,114.0.0.0,Windows,10.0,177457,Thank you for your participation. You may now close the window.,enter,,,,,,
true,fullscreen,0,5148,0.0-0.0,4,1,2023-07-28 12:38:04,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,,,,,,,,,
,html-button-response,1,6251,0.0-1.0,4,1,2023-07-28 12:38:04,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,1101,Welcome to the experiment of group 1,0,,,,,,
,html-button-response,2,31286,0.0-2.0,4,1,2023-07-28 12:38:04,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,25034,"
        <p>In this experiment, you will hear 4 songs playing.</p>
        <p> After each track, you will see an image. You will have 30s to memorise as many items as possible </p>
        <p> Then, you will need to select at most 18 items you remember.</p>",0,instruction,,,,,
true,preload,3,31287,0.0-3.0,4,1,2023-07-28 12:38:04,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,,,,,false,[],[],[],
,audio-button-response,4,47470,0.0-4.0,4,1,2023-07-28 12:38:04,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,15883,classic_audio_1.wav,0,audio_button1,,,,,
,image-button-response,5,79921,0.0-5.0,4,1,2023-07-28 12:38:04,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,32448,image_1.jpg,0,image_button1,,,,,
,survey-multi-select,6,115531,0.0-6.0,4,1,2023-07-28 12:38:04,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,35599,,"{""image_response1"":[""Courgette"",""Potato"",""Bread"",""Donut"",""Lemon"",""Strawberry"",""Aubergine"",""Cucumber"",""Pommegranate"",""Apple"",""Tomato"",""Croissant"",""Fries"",""Salmon"",""Bell pepper""]}",multi_select1,,,,,[0]
,audio-button-response,7,132066,0.0-7.0,4,1,2023-07-28 12:38:04,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,16299,metal_audio_1.wav,0,audio_button2,,,,,
,image-button-response,8,164448,0.0-8.0,4,1,2023-07-28 12:38:04,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,32380,image_2.jpg,0,image_button2,,,,,
,survey-multi-select,9,206255,0.0-9.0,4,1,2023-07-28 12:38:04,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,41799,,"{""image_response2"":[""Clownfish"",""Fire"",""Flower"",""Elephant"",""Volcano"",""Lion"",""Polar bear"",""Rainbow"",""Parrot"",""Helicopter"",""Moon"",""Tree"",""Dolphin"",""Butterfly""]}",multi_select2,,,,,[0]
,audio-button-response,10,224772,0.0-10.0,4,1,2023-07-28 12:38:04,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,18341,metal_audio_2.wav,0,audio_button3,,,,,
,image-button-response,11,257301,0.0-11.0,4,1,2023-07-28 12:38:04,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,32527,image_3.jpg,0,image_button3,,,,,
,survey-multi-select,12,302545,0.0-12.0,4,1,2023-07-28 12:38:04,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,45236,,"{""image_response3"":[""Heart"",""Liver"",""Bone"",""Muscle"",""Stethoscope"",""Brain"",""Medication"",""Vaccin"",""Blood"",""Gloves"",""Injury"",""Coffee"",""Scissors"",""Alcohol"",""Wheelchair"",""Hospital"",""Virus""]}",multi_select3,,,,,[0]
,audio-button-response,13,319566,0.0-13.0,4,1,2023-07-28 12:38:04,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,16848,classic_audio_2.wav,0,audio_button4,,,,,
,image-button-response,14,353075,0.0-14.0,4,1,2023-07-28 12:38:04,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,33507,image_4.jpg,0,image_button4,,,,,
,survey-multi-select,15,383143,0.0-15.0,4,1,2023-07-28 12:38:04,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,30059,,"{""image_response4"":[""Bed"",""Desk"",""Cutlery"",""Toilet"",""Lamp"",""Sink"",""Glass"",""Mixer"",""Mirror"",""Curtains"",""Blanket"",""Pillow""]}",multi_select4,,,,,[0]
true,fullscreen,16,384154,0.0-16.0,4,1,2023-07-28 12:38:04,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,,,,,,,,,
,html-keyboard-response,17,398521,0.0-17.0,4,1,2023-07-28 12:38:04,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,14364,Thank you for your participation. You may now close the window.,meta,,,,,,
true,fullscreen,0,2443,0.0-0.0,14,1,2023-07-28 12:40:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,,,,,,,,,
,html-button-response,1,3495,0.0-1.0,14,1,2023-07-28 12:40:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,1046,Welcome to the experiment of group 1,0,,,,,,
,html-button-response,2,4744,0.0-2.0,14,1,2023-07-28 12:40:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,1248,"
        <p>In this experiment, you will hear 4 songs playing.</p>
        <p> After each track, you will see an image. You will have 30s to memorise as many items as possible </p>
        <p> Then, you will need to select at most 18 items you remember.</p>",0,instruction,,,,,
true,preload,3,4746,0.0-3.0,14,1,2023-07-28 12:40:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,,,,,false,[],[],[],
,audio-button-response,4,22347,0.0-4.0,14,1,2023-07-28 12:40:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,17218,classic_audio_1.wav,0,audio_button1,,,,,
,image-button-response,5,56828,0.0-5.0,14,1,2023-07-28 12:40:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,34479,image_1.jpg,0,image_button1,,,,,
,survey-multi-select,6,83114,0.0-6.0,14,1,2023-07-28 12:40:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,26278,,"{""image_response1"":[""Chocolate"",""Potato"",""Bread"",""Donut"",""Aubergine"",""Cucumber"",""Apple"",""Tomato"",""Croissant"",""Watermelon"",""Fries"",""Crisps""]}",multi_select1,,,,,[0]
,audio-button-response,7,100539,0.0-7.0,14,1,2023-07-28 12:40:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,16689,metal_audio_1.wav,0,audio_button2,,,,,
,image-button-response,8,131892,0.0-8.0,14,1,2023-07-28 12:40:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,31349,image_2.jpg,0,image_button2,,,,,
,survey-multi-select,9,157992,0.0-9.0,14,1,2023-07-28 12:40:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,26094,,"{""image_response2"":[""Bee"",""Flower"",""Elephant"",""Volcano"",""Polar bear"",""Rainbow"",""Parrot"",""Helicopter"",""Thunder"",""Boat"",""Moon"",""Tree"",""Dolphin"",""Butterfly""]}",multi_select2,,,,,[0]
,audio-button-response,10,175438,0.0-10.0,14,1,2023-07-28 12:40:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,16849,metal_audio_2.wav,0,audio_button3,,,,,
,image-button-response,11,206754,0.0-11.0,14,1,2023-07-28 12:40:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,31314,image_3.jpg,0,image_button3,,,,,
,survey-multi-select,12,249508,0.0-12.0,14,1,2023-07-28 12:40:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,42746,,"{""image_response3"":[""Heart"",""Liver"",""Bone"",""Brain"",""Bladder"",""Medication"",""Gloves"",""Injury"",""Coffee"",""Alcohol"",""Wheelchair"",""Hospital"",""Virus""]}",multi_select3,,,,,[0]
,audio-button-response,13,268107,0.0-13.0,14,1,2023-07-28 12:40:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,16820,classic_audio_2.wav,0,audio_button4,,,,,
,image-button-response,14,299258,0.0-14.0,14,1,2023-07-28 12:40:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,31149,image_4.jpg,0,image_button4,,,,,
,survey-multi-select,15,333213,0.0-15.0,14,1,2023-07-28 12:40:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,34013,,"{""image_response4"":[""Bed"",""Spatula"",""Lamp"",""Pan"",""Tape"",""Bottle"",""Mixer"",""Blanket"",""Pillow""]}",multi_select4,,,,,[0]
true,fullscreen,16,334219,0.0-16.0,14,1,2023-07-28 12:40:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,,,,,,,,,
,html-keyboard-response,17,365172,0.0-17.0,14,1,2023-07-28 12:40:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",Macintosh,Safari,15.4,OS X,10_15_7,30948,Thank you for your participation. You may now close the window.,escape,,,,,,
true,fullscreen,0,3425,0.0-0.0,11,1,2023-07-28 12:38:53,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",Macintosh,Chrome,115.0.0.0,OS X,10_15_7,,,,,,,,,
,html-button-response,1,4633,0.0-1.0,11,1,2023-07-28 12:38:53,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",Macintosh,Chrome,115.0.0.0,OS X,10_15_7,1204,Welcome to the experiment of group 1,0,,,,,,
,html-button-response,2,14095,0.0-2.0,11,1,2023-07-28 12:38:53,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",Macintosh,Chrome,115.0.0.0,OS X,10_15_7,9460,"
        <p>In this experiment, you will hear 4 songs playing.</p>
        <p> After each track, you will see an image. You will have 30s to memorise as many items as possible </p>
        <p> Then, you will need to select at most 18 items you remember.</p>",0,instruction,,,,,
true,preload,3,14096,0.0-3.0,11,1,2023-07-28 12:38:53,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",Macintosh,Chrome,115.0.0.0,OS X,10_15_7,,,,,false,[],[],[],
,audio-button-response,4,35097,0.0-4.0,11,1,2023-07-28 12:38:53,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",Macintosh,Chrome,115.0.0.0,OS X,10_15_7,19312,classic_audio_1.wav,0,audio_button1,,,,,
,image-button-response,5,60066,0.0-5.0,11,1,2023-07-28 12:38:53,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",Macintosh,Chrome,115.0.0.0,OS X,10_15_7,24966,image_1.jpg,0,image_button1,,,,,
,survey-multi-select,6,99554,0.0-6.0,11,1,2023-07-28 12:38:53,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",Macintosh,Chrome,115.0.0.0,OS X,10_15_7,39474,,"{""image_response1"":[""Bread"",""Donut"",""Orange"",""Raspberry"",""Strawberry"",""Cucumber"",""Pommegranate"",""Tomato"",""Salmon""]}",multi_select1,,,,,[0]
,audio-button-response,7,118233,0.0-7.0,11,1,2023-07-28 12:38:53,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",Macintosh,Chrome,115.0.0.0,OS X,10_15_7,17104,metal_audio_1.wav,0,audio_button2,,,,,
,image-button-response,8,142625,0.0-8.0,11,1,2023-07-28 12:38:53,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",Macintosh,Chrome,115.0.0.0,OS X,10_15_7,24390,image_2.jpg,0,image_button2,,,,,
,survey-multi-select,9,188936,0.0-9.0,11,1,2023-07-28 12:38:53,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",Macintosh,Chrome,115.0.0.0,OS X,10_15_7,46300,,"{""image_response2"":[""Clownfish"",""Elephant"",""Volcano"",""Lion"",""Rainbow"",""Parrot"",""Helicopter"",""Thunder"",""Boat"",""Dolphin"",""Ant""]}",multi_select2,,,,,[0]
,audio-button-response,10,208272,0.0-10.0,11,1,2023-07-28 12:38:53,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",Macintosh,Chrome,115.0.0.0,OS X,10_15_7,17696,metal_audio_2.wav,0,audio_button3,,,,,
,image-button-response,11,219289,0.0-11.0,11,1,2023-07-28 12:38:53,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",Macintosh,Chrome,115.0.0.0,OS X,10_15_7,11015,image_3.jpg,0,image_button3,,,,,
