track_id,duration,release_year,us_popularity_estimate,acousticness,beat_strength,bounciness,danceability,dyn_range_mean,energy,flatness,instrumentalness,key,liveness,loudness,mechanism,mode,organism,speechiness,tempo,time_signature,valence,acoustic_vector_0,acoustic_vector_1,acoustic_vector_2,acoustic_vector_3,acoustic_vector_4,acoustic_vector_5,acoustic_vector_6,acoustic_vector_7
t_c093e1df-71e8-46d7-b259-7d35b7688990,277.7200012,1960,99.58466357,0.964853883,0.55444032,0.609051943,0.651737094,9.22901535,0.132442892,1.03191483,0.890717566,0,0.125838205,-19.52700043,0.218232051,major,0.878095746,0.05321556,91.38300323,4,0.498131692,0.452342272,-1.052780509,0.087270692,0.660368145,0.115886897,-0.285396427,-0.282474816,-0.038611799
t_bcd67e9a-9aa1-45db-8844-4db65158b35d,302.8266602,1974,93.89631213,0.334599286,0.344133943,0.327456653,0.335908324,5.934323788,0.447341859,1.001437306,0.172660559,0,0.104579777,-10.38899994,0.172335595,major,0.63126266,0.030407945,99.625,4,0.509977758,0.194740474,-0.848399818,0.153794363,0.685023844,0.274828196,-0.247916117,-0.155817419,-0.184321433
t_c2cdd9c7-566d-4a30-a5c4-1fb432797927,189.2133331,1986,91.16239113,0.000422202,0.444971472,0.398744106,0.547864258,6.246645927,0.836644292,0.960772455,0.48359558,0,0.418685615,-11.12699986,0.351851851,major,0.458310038,0.05331086,97.33100128,4,0.711446822,0.167114541,0.058995452,-0.258785367,-0.381081551,0.767705321,0.143242702,-0.345596015,-0.149240971
t_0739f099-48e2-49bb-add0-332cd34ca4fd,113.8266678,1963,98.06397806,0.626067162,0.620767534,0.633850276,0.680063605,9.087278366,0.860369623,0.958125532,2.39E-05,0,0.301984102,-6.171999931,0.751020432,major,0.476419449,0.04993812,160.2749939,4,0.962483108,-0.039577864,-0.394025147,0.023819825,0.409847289,0.784758925,-0.222263932,-0.145513728,-0.608228981
t_298999da-0d27-4280-b3c3-f4c3cf1ff2f5,217.7333374,1990,97.74971979,0.325184941,0.81693542,0.847988367,0.92974329,12.79163837,0.488169491,0.97312969,9.88E-10,0,0.100419998,-16.62199974,0.923456788,major,0.236224592,0.044067349,133.5529938,4,0.972151399,-0.328630775,-0.0498905,0.216879472,0.566541016,0.623021007,-0.154462516,0.505550444,-0.21601513
t_ac7c1a1a-4925-4a88-be56-8b2338b00743,334.9200134,1972,95.90531235,0.792365491,0.504145563,0.536922574,0.592087209,8.255681992,0.659958005,0.944996953,0.037524555,0,0.158528984,-12.09599972,0.258481413,major,0.76736331,0.081343733,125.2099991,4,0.618206561,0.157500863,-0.442232758,0.016609183,0.165399,0.546151042,-0.047127016,-0.365812808,-0.481044799
t_a0e42e7d-1272-4d1d-b0b8-0fb517acbed2,341.6000061,1990,93.77819808,0.435716987,0.468932778,0.48066017,0.671661615,7.531581879,0.697289944,1.000145674,2.59E-06,0,0.122670099,-9.75399971,0.429090917,major,0.507831931,0.031048343,112.137001,4,0.845943332,-0.212776676,0.026750835,0.297886819,0.340068907,0.403421462,0.074707106,0.441304445,-0.285377681
t_9d1f835c-d966-415a-b464-50f0cd4b5c4a,159.8666687,1979,98.6170941,0.461824834,0.357030272,0.330544233,0.378558874,5.864752293,0.404060304,0.978384435,0.216943026,0,0.125227943,-14.98499966,0.399463803,major,0.535689235,0.027646586,157.1150055,4,0.796996117,0.169150457,-0.158956096,-0.350857586,-0.141463384,0.667274058,-0.014784267,-0.382455796,0.034016129
t_664f7760-090a-465e-93fb-e54365dc2914,224.6000061,1976,99.62611937,0.449730098,0.387355208,0.40693745,0.553092003,6.933341503,0.28449291,1.004955053,3.48E-06,0,0.113933556,-15.60200024,0.370370358,major,0.547124565,0.031654313,136.1119995,4,0.373876005,0.14010945,-0.149449259,0.144396171,-0.127626449,0.576510847,0.082021192,-0.34171024,-0.577384174
t_2019136a-db65-4c02-96cc-39fdf942f2fb,215.0399933,1984,93.8063253,0.932195902,0.484114677,0.628173649,0.511338115,10.31234646,0.163406923,1.048156619,0.701896012,0,0.111630842,-22.14500046,0.168571427,major,0.883250475,0.079915889,117.151001,4,0.35274148,0.406180173,-0.724021375,-0.010074056,0.413008571,0.225171834,-0.13057597,-0.11583636,-0.328743666
t_407134ed-7ac3-4a19-bc14-0dd0de49c9ee,74.82630157,1987,90.85256232,0.000814248,0.283012986,0.233233482,0.354437381,4.709233761,0.906569123,0.921947479,5.87E-06,0,0.057382081,-5.126999855,0.342857152,major,0.464670539,0.080035828,131.3170013,4,0.718051553,0.098869383,0.156572565,-0.426438302,-0.405842543,0.722614586,0.103501499,-0.349259347,0.121800922
t_231fdbef-72aa-4d40-a5bd-05c8baa37e98,262.9333191,1986,97.94623877,0.214007348,0.630389571,0.71114397,0.732588947,10.89200592,0.76005429,1.011167884,0.00061232,0,0.261953592,-6.644000053,0.361477584,major,0.476188004,0.03534976,97.3710022,4,0.940490663,-0.358953595,-0.076443441,0.44014141,0.748609543,0.547086954,-0.22196126,0.623579621,-0.077068962
t_9f5b16fd-c417-429c-9ced-0e0ebfd6b6f4,271.1733398,1977,94.16894089,0.234092548,0.425874442,0.365930825,0.402229935,5.798641682,0.701020479,0.962638974,0.082401723,0,0.259378046,-8.512000084,0.290640384,major,0.528199971,0.038809583,105.2399979,4,0.355319619,0.211587176,-0.209264547,-0.110857069,-0.080018446,0.471950382,0.001818029,-0.253171384,-0.284294754
t_ad14a92b-2af9-4677-aec1-6093d669f0c2,196.5599976,1990,97.90756867,0.527750969,0.577385902,0.655727506,0.724451721,10.04934788,0.266189247,0.997873724,1.08E-08,0,0.41745308,-17.03199959,0.533498764,major,0.498068511,0.095095456,145.7879944,4,0.765173793,-0.323175192,-0.175705314,0.302314132,0.943736076,0.674944937,-0.335614026,0.802204549,-0.27309522
t_cf99e303-f019-4a29-894c-77a2f2fea00e,74.08616638,1973,95.6141857,0.001131081,0.380669653,0.364990056,0.345863342,6.265538692,0.631331146,1.002305627,0.96857357,0,0.392852545,-16.61300087,0.578947365,major,0.297730237,0.034845658,147.7610016,4,0.979672074,0.298624158,-0.357622564,-0.086424179,0.170968369,0.419443369,-0.069902845,-0.116136089,-0.659204483
t_17bd83d5-8bd0-44f9-8ec1-4162d2e188fa,275.5333252,1983,90.29323797,0.047358077,0.634331405,0.618620217,0.70117718,8.6095047,0.543093801,0.953983247,0.000763592,0,0.088353693,-15.79100037,0.399484545,major,0.425946951,0.064023629,98.1780014,4,0.695277393,0.030631203,-0.495841861,0.257467687,0.239139214,0.476811558,-0.003439238,-0.439680785,-0.384293079
t_97f36da4-e989-45e3-b169-bf2ee5ff8eb4,161.8933258,1989,95.48145959,0.649251461,0.430326074,0.454717696,0.511577606,7.401041031,0.536264479,0.95607394,6.90E-09,0,0.132380262,-8.873999596,0.318327963,major,0.665659189,0.047641315,141.3500061,4,0.845456183,-0.052679453,-0.330964267,0.099451713,0.226247594,0.62043649,-0.132170528,-0.304099351,-0.565433025
t_f48322ca-044e-4069-a797-4fedbbbbb522,237,1980,99.99473419,0.3629646,0.836105645,0.863216043,0.922501087,13.11453915,0.727712452,0.974733531,0.000168658,0,0.094056584,-8.517999649,0.84857142,major,0.278095245,0.100833721,103.2990036,4,0.750980437,-0.466070533,-0.046890728,0.34428975,0.211617425,0.105202995,0.111969642,-0.133305117,0.132392749
t_df8e15f4-24b1-4a9f-addb-7d709e13a65a,246.3733368,1961,93.94113264,0.023067625,0.622292697,0.635092497,0.794704914,9.098185539,0.736787498,0.937028468,4.61E-08,0,0.094882779,-10.94499969,0.808558583,major,0.136348709,0.067934319,124.1809998,4,0.955417991,-0.376536101,0.081634223,0.298196226,0.442268163,-0.23951672,0.167475611,0.62098974,-0.153698996
t_0e7000e6-16b1-4f04-9597-63886b24c8a0,171.8666687,1990,93.0119132,0.001008067,0.374566585,0.336249977,0.46573168,5.789699554,0.891640306,0.93734014,0.000210058,0,0.132843152,-9.781000137,0.449275374,major,0.389421791,0.07283625,140.9089966,4,0.738937855,0.123550266,0.035704348,-0.205089673,-0.327823073,0.562944114,0.136309698,-0.232509002,-0.087818481
t_c8492467-34a6-4385-81f6-5472cccbf6f3,219.9066772,1981,93.43419619,0.094900824,0.676983654,0.780012429,0.706734538,12.61049366,0.464364678,0.995839894,0.816807926,0,0.122598894,-10.96700001,0.238341972,major,0.54273802,0.03436761,122.0530014,4,0.819592714,0.22240904,-0.722217023,0.318448484,0.348827809,0.251168579,-0.002934519,-0.416672796,-0.218944907
t_610374ce-2ecb-4d53-8b2a-c597591049af,315.293335,1989,92.2095686,0.235062718,0.561678708,0.556165338,0.681550443,8.085842133,0.668908656,1.011237264,5.22E-05,0,0.201720208,-4.986000061,0.662557781,major,0.290793508,0.038739901,139.8890076,4,0.909724593,-0.647552788,-0.018651672,0.296471089,0.463230789,0.450773507,0.034940023,0.06518463,0.059831165
t_b912ec45-a62e-43bb-a86f-6345eee2d40d,66.59999847,1989,99.16633396,0.789348185,0.576530814,0.68006587,0.654457092,10.676651,0.953606963,0.776884377,0.000146834,0,0.357010543,-8.675000191,0.371212125,major,0.713598192,0.200122684,143.8690033,3,0.291931719,-0.10429135,-0.214040458,-0.203577474,0.449339092,0.227057815,-0.388364762,0.232568756,-0.486102045
t_ee56f3f7-5b0a-476d-94b9-771b930f6474,155.8266754,1974,98.22486516,0.385992527,0.852712989,0.876957715,0.869169593,13.45811176,0.275376171,1.01896441,0.095364273,0,0.162019446,-21.82900047,0.353233844,major,0.532586455,0.090573341,97.375,4,0.903670132,-0.102499731,-0.337502331,0.205303177,0.131394118,0.18341662,0.042993363,-0.422882318,-0.148676872
t_367e9492-d276-4b30-b916-d5d9e9b3ee2d,295.3733215,1990,96.31233189,0.838411748,0.388639808,0.424897373,0.444266081,7.223959923,0.549676716,0.975455165,0.002953538,0,0.170253351,-14.47900009,0.217162877,major,0.811100543,0.035663337,130.4850006,4,0.8889575,0.457633138,-0.891496837,0.17397581,0.461034536,0.010737237,-0.132846057,-0.289292544,0.051144194
t_ef8bee9d-c391-49d5-9a3a-5bbfec5aeac8,294.6666565,1958,99.93828193,0.967209578,0.410678446,0.535540342,0.539320052,8.972604752,0.067780018,1.055925488,0.167872265,0,0.113539718,-18.03899956,0.139846742,major,0.915248036,0.046842054,124.1050034,4,0.263328612,0.427396417,-1.068505168,0.148111463,0.666999936,0.14746727,-0.265369743,-0.348906934,-0.062058061
t_e043c0a0-5ab6-4b1a-b593-caf7a61b8694,205.7733307,1975,95.06851803,0.881988645,0.424053341,0.470653802,0.498605967,7.726316929,0.318178833,1.004118443,5.83E-05,0,0.708086252,-16.11199951,0.155555561,major,0.863420606,0.068127535,87.91100311,4,0.454429239,0.17977035,-0.313909501,-0.225122482,-0.108182564,0.715011358,0.007419087,-0.482053995,-0.536552727
t_fcd97b3b-40f6-4c7d-a52f-c369448ef319,183.4400024,1957,96.57904345,0.962437689,0.353385597,0.30508849,0.32255438,5.399520397,0.178352833,1.045532346,0.309951693,0,0.123462528,-15.10200024,0.191588789,major,0.888767421,0.029993113,79.61399841,4,0.227996022,-0.068846889,-0.528150499,0.124177255,0.663662195,0.406288385,-0.433599055,-0.056194961,-0.75777477
t_470cbec0-4931-4ef9-a640-a9f57e2bfe7a,844.5066528,1958,97.77469299,0.489046842,0.447068006,0.488608539,0.472938746,7.857232571,0.370514005,1.031017423,5.48E-06,0,0.088625699,-10.8920002,0.214456394,major,0.654310942,0.037349246,136.3150024,4,0.356046677,0.403874516,-0.984562337,0.139617264,0.574583709,0.100848742,-0.221399128,-0.354665965,0.001847183
t_d9c5e68d-515a-405a-83ed-f83de37c891f,226.1634827,1983,96.58000043,0.69587487,0.609121621,0.630787313,0.726559639,9.144379616,0.67791599,0.953835845,3.26E-08,0,0.951676369,-8.869000435,0.380239516,major,0.658917606,0.156830907,101.8349991,4,0.786393046,-0.0813324,-0.23052378,0.036218699,0.385623515,0.25591445,-0.301716089,-0.032746159,-0.770907998
t_91113388-6713-4eb3-8b61-785bac0a47b3,167.6000061,1988,97.57599628,0.870447159,0.28546375,0.258551657,0.277318358,5.234209061,0.08464025,1.03710568,2.86E-10,0,0.118351325,-18.09199905,0.156779662,major,0.856941879,0.027781347,98.19400024,3,0.277281672,0.091203727,-0.303531677,-0.13063018,0.375752985,0.093342185,-0.353896946,0.132953316,-0.702842474
t_7161417c-6238-4251-92b2-dc08043c05bc,154.2666626,1978,96.58969088,0.429090708,0.765943348,0.829197228,0.919272482,13.06944656,0.363278896,1.006826043,3.81E-05,0,0.094298065,-13.86100006,0.566666663,major,0.431217223,0.067513168,121.3410034,4,0.607399881,0.047236677,-0.415764958,-0.096315734,0.27445358,0.764285743,-0.156046778,-0.363594353,-0.738086045
t_62d83d4f-1985-4faa-8011-7fa926aaedc8,397,1960,94.27025388,0.921048939,0.450388461,0.543470502,0.538314581,8.824784279,0.087981753,1.004966736,0.151747733,0,0.125543281,-17.77199936,0.113702625,major,0.903840184,0.071612619,119.598999,4,0.128700182,0.429530442,-0.787987947,-0.50939852,0.738799453,-0.091959879,-0.80006212,0.32074374,-0.685547471
t_766863bd-bc5d-48db-92c5-dddfe24a0862,282.9866638,1983,96.88005677,0.266507059,0.646750748,0.663730502,0.598203599,9.476815224,0.584453881,1.023366094,0.005884822,0,0.151712567,-8.543999672,0.176848873,major,0.611802161,0.029902693,75.8239975,4,0.319144785,0.076246664,-0.237593368,-0.005691605,0.098283127,0.590908468,-0.019417075,-0.28965053,-0.554875672
t_e54a5fcd-4a2d-4c56-b943-34673d67c710,341.9200134,1970,99.22503151,0.99541527,0.427807897,0.439624131,0.316828519,7.159736156,0.13914153,1.056774139,0.907547116,0,0.102201931,-21.88100052,0.085594989,major,0.955768824,0.035107262,97.4940033,4,0.684783816,0.787703156,-0.867407143,-0.484009981,0.508710921,-0.317890793,-0.532654405,0.223536104,-0.276305795
t_f76a6792-525f-4d73-ad48-4f5333f78751,245.1333313,1990,98.81583102,0.08338353,0.560378909,0.555848658,0.732432961,8.092530251,0.686685085,1.0345186,0.000226047,0,0.185853302,-7.880000114,0.862068951,major,0.113968819,0.026263496,122.2900009,4,0.725623369,-0.481504023,0.215490684,0.401100099,0.635191798,0.63072288,-0.1345613,0.743108034,0.000532141
t_7989ea7e-4143-43b1-a96c-966b00752460,216.0384674,1981,95.33048168,0.060004175,0.704340696,0.746378541,0.812758863,10.93295097,0.683389723,0.994071901,0.005811293,0,0.036897253,-6.484000206,0.382183909,major,0.438917547,0.034321643,109.1579971,4,0.770328403,0.217159986,0.078117095,-0.138618127,-0.408257931,0.647838771,0.146125868,-0.330973804,-0.245566234
t_c33a1811-5b3d-435c-9503-87548294c791,220.6799927,1982,95.097673,0.413720042,0.412008971,0.453046829,0.490091294,7.518279076,0.187464193,1.03480351,1.49E-05,0,0.127586037,-17.87599945,0.544303775,major,0.43521449,0.030916063,177.2310028,4,0.573544085,-0.032193627,-0.271873146,0.213878691,0.313039631,0.506115258,-0.136811912,-0.228531867,-0.873066127
t_5487f622-5641-43da-b263-d8954845d163,365.2399902,1971,99.69801522,0.287989646,0.316192389,0.312513202,0.284822375,5.924984455,0.574153602,0.995396733,0.050122924,0,0.602340162,-8.208000183,0.166666672,major,0.623451054,0.029811716,169.9019928,4,0.584674954,0.038818408,-0.342580676,0.025039393,0.288048744,0.571519494,-0.177982748,-0.124099895,-0.582845449
t_58083cfa-d28f-44a9-8aa4-85ad33694c21,259.4666748,1987,95.793746,0.001548782,0.523623824,0.543685198,0.68089658,8.208184242,0.854509115,0.98197943,0.838334084,0,0.186433479,-6.104000092,0.837765932,major,0.114722021,0.054933965,103.8339996,4,0.032374114,0.173353583,-0.093678974,-0.125017628,-0.125936925,-0.189015627,0.078385964,0.049468055,0.380331725
t_5d7fe2a6-df63-4bf3-8dbf-361afe5ccbeb,224.1733246,1990,95.5653153,0.917385221,0.447477847,0.588033736,0.591379821,9.730005264,0.21581015,1.046419263,0.9313218,0,0.116896294,-17.92000008,0.204918027,major,0.858414531,0.038307812,114.0419998,4,0.153801948,0.508594394,-0.838181734,0.195926577,0.410261542,-0.113859601,-0.095574901,-0.187493756,-0.005395975
t_b5d25fdf-307c-4d05-9163-0b17e9ec99ba,106.6266708,1975,91.51634564,0.305360466,0.618607163,0.745078921,0.708212972,12.1866684,0.389178544,1.004006863,3.66E-06,0,0.080714174,-13.76799965,0.217105269,major,0.594209194,0.118067026,98.69799805,4,0.482941031,-0.063805431,-0.299474925,0.378589004,0.202256411,0.29157716,-0.006279911,-0.278835207,-0.553311229
t_3a60ef7f-abc8-48fc-abb6-72f8c57571d7,62.09016037,1984,95.15680963,4.00E-06,0.223977879,0.181439146,0.322127908,4.296210766,0.973949313,0.852337539,0.007590014,0,0.175754771,-4.552000046,0.233009711,major,0.542344034,0.18391107,116.4459991,4,0.388202727,0.12105079,-0.004439183,-0.534050763,-0.156689107,0.69384861,-0.053036202,-0.299720794,0.279855788
t_fee8506e-f272-4b44-92be-e47bd7fd2b1b,188.5200043,1975,92.59016741,0.995032191,0.510260046,0.588095248,0.611407578,9.201693535,0.153865248,0.999084175,0.061154917,0,0.208712921,-17.89699936,0.200636938,major,0.902516007,0.056357373,112.5979996,4,0.791347027,0.227486983,-0.571274698,-0.231310308,0.675018251,0.102367066,-0.58965832,0.383285403,-0.756738365
t_9815aacc-5109-437c-8f37-ee08f761609b,358.5066833,1973,98.92189514,0.609127343,0.506769419,0.501633763,0.632444382,7.57163763,0.659125626,0.976457894,0.923460603,0,0.263889551,-10.6619997,0.406885773,major,0.601174116,0.043980569,122.9609985,4,0.881683171,0.008346799,-0.512182534,0.288128316,0.329644144,0.143596038,-0.036414191,-0.316312641,-0.091425255
t_459fe2e3-8a2c-45a9-bd75-f13c4a916b2f,295.8210449,1984,97.6212607,0.111766979,0.599650979,0.618308961,0.799252748,8.973301888,0.573841035,0.952122688,0.000217416,0,0.099539109,-12.27200031,0.845261097,major,0.134974033,0.114531197,122.8280029,4,0.559201956,-0.164512888,-0.087777004,0.43748647,0.122901812,-0.041572433,0.055544287,-0.025291685,-0.183404133
t_daccc1ef-3073-4353-83e9-a38d2d5835cb,205.3999939,1978,99.40400475,0.08183682,0.377125293,0.341136396,0.477612227,5.85732317,0.430873066,1.032544374,1.89E-05,0,0.180300742,-10.38199997,0.408060461,major,0.422545671,0.027890939,141.3419952,4,0.309913874,0.075356834,-0.075831279,0.281358749,-0.005064657,0.375021666,0.025633613,-0.158722058,-0.674345911
t_08942ff8-c335-4e73-92ed-cf272761ec0f,192.613327,1976,90.75840338,0.4592686,0.515877068,0.460747391,0.5748564,6.692113876,0.362113297,1.034483433,0.028372567,0,0.107563488,-13.23400021,0.462962955,major,0.499668092,0.031898156,80.29599762,4,0.227236733,0.179778025,-0.133997798,0.121862315,-0.135550603,0.441492289,0.055647258,-0.231582433,-0.615437269
t_46b390bf-61c7-409a-b131-e42d7715758e,214.613327,1988,90.83914689,0.171407625,0.586861432,0.588829219,0.76158601,8.488202095,0.647102118,0.983870327,3.04E-09,0,0.02539842,-5.828000069,0.679665744,major,0.256899416,0.1010288,116.9199982,4,0.822322428,-0.224485919,0.029623453,0.25710395,0.497051418,0.236684263,-0.008989214,0.721836388,-0.28362605
t_94ae9189-9c6d-412d-b954-9a792da07039,231.8933258,1984,96.95001132,0.006957684,0.335446656,0.299284339,0.485957086,5.490660667,0.765003622,0.903747737,0.317799389,0,0.547137499,-11.38199997,0.418981493,major,0.410871595,0.040687349,130.8789978,4,0.617129028,0.176167861,0.23729305,0.044424672,-0.381391048,0.50959307,0.178644806,-0.178735629,-0.123146623
t_c55b2f34-e7dc-4fdd-a7f3-b3a08e7a5c5d,251.8399963,1984,95.51565681,0.157872468,0.672495544,0.755580008,0.685028851,11.71563148,0.480366915,0.986847818,1.39E-07,0,0.086547248,-15.60599995,0.271825403,major,0.526859522,0.047472924,135.9900055,4,0.963638186,-0.318230033,-0.260074526,0.431571424,0.94634366,0.594148219,-0.249709293,0.729516089,-0.265012443
t_47dfafe7-8f80-4389-b57e-be098af5a384,169.5599976,1968,99.87067078,0.851221383,0.430726975,0.405410677,0.555624962,6.52184248,0.283708245,1.04054153,2.43E-05,0,0.096503861,-14.92099953,0.346715331,major,0.758735359,0.033241712,112.8939972,4,0.238384053,0.199040815,-0.223620355,-0.195117295,-0.163651258,0.544510365,0.021327293,-0.338977367,-0.485786319
t_f4cce92f-f2a6-4ec4-be96-3c492451de6d,408.3333435,1989,97.74484321,0.116452642,0.429594457,0.361950785,0.574785769,5.664376259,0.350039244,0.994294703,0.000520623,0,0.101451606,-15.35999966,0.707154751,major,0.22284475,0.024639076,103.0279999,4,0.193161935,0.183253974,-0.032257833,0.127136275,-0.057108957,0.161316112,0.007534516,0.028215496,-0.422279745
t_1d44257e-a7c3-4e4d-a0fe-0e8a8faf4698,263.1733398,1975,98.26642711,0.675527215,0.540426791,0.525421679,0.434242547,7.697584152,0.2927984,1.014644742,0.000156378,0,0.111155055,-11.8739996,0.175977647,major,0.753442049,0.028562512,91.79299927,4,0.34872511,-0.07322523,-0.31635958,0.257882744,0.276856512,0.412703156,-0.098540664,-0.211025342,-0.59265554
t_3931e95e-eb9e-43eb-b8fb-a9bc36369482,193.8933258,1961,94.19932305,0.918954611,0.14098005,0.114735954,0.093604863,3.846180677,0.09635368,1.041470289,0.832782388,0,0.121025488,-22.4829998,0.160883278,major,0.879941583,0.045878306,175.8849945,3,0.057255253,0.664615631,-0.997556567,-0.561993778,0.744392276,-0.211383849,-0.818240762,0.269340187,-0.568798244
t_e5468e25-23ae-4a06-b022-74460e00360a,179.9066772,1974,99.23720528,0.481066406,0.547416687,0.496527046,0.593557179,7.058651924,0.492205769,1.017791986,1.29E-10,0,0.074903972,-9.583999634,0.395999998,major,0.546004057,0.025191197,98.22399902,4,0.754226804,-0.140763313,-0.20046933,0.328791797,0.130509973,0.406568795,-0.018026611,-0.312493205,-0.513109565
t_6a5c00b4-9a5c-4d80-ae0c-3939af220758,132.4133301,1965,93.97611795,0.510831535,0.588600278,0.646662951,0.653672516,9.717173576,0.745002866,0.987593174,2.75E-05,0,0.164164647,-8.812000275,0.549668849,major,0.481532425,0.035027754,163.1499939,4,0.976664722,0.009449003,-0.507107973,0.150542766,0.369152158,0.785098076,-0.117696993,-0.341793895,-0.638216615
t_5a908ebc-ed17-413f-9efe-9683f575c5de,335.8266602,1983,95.74989372,0.934225857,0.197776765,0.190278545,0.180827171,4.827397346,0.072136112,1.053162098,0.000698948,0,0.70211786,-21.63400078,0.199551567,major,0.869912565,0.038516026,185.2359924,4,0.120612316,0.292257249,-0.310297012,-0.076594941,0.015180709,0.35611096,-0.011186233,-0.149090275,-0.546588898
t_2031142a-d157-4584-8204-7b0e7a3c407c,264.2266846,1983,96.84698864,0.009840351,0.473072141,0.432194412,0.567500532,6.596376896,0.733608603,0.979043365,8.13E-08,0,0.395471632,-10.10599995,0.335585594,major,0.469863474,0.031544421,119.8610001,4,0.540440559,-0.02151796,-0.18056637,0.401681304,0.088083804,0.130945638,0.052036509,-0.202084348,-0.3458018
t_0e5f68e7-f9c8-4697-a85d-1ff5930ff26b,165.9066772,1958,96.11028493,0.926568091,0.349997222,0.471956402,0.48607555,8.260762215,0.161388487,1.05715549,0.013032323,0,0.149554566,-14.41899967,0.172839507,major,0.878271878,0.034231208,134.5780029,4,0.146124735,0.15283215,-0.747887909,0.218789101,0.66880101,0.234988317,-0.252950847,-0.04638942,-0.351870805
t_da035cd8-f1e2-4f1e-b698-d2569c59c5c1,142.3600006,1961,91.83587776,0.902618945,0.371691257,0.399598837,0.423737735,6.933879375,0.315136492,0.991479337,0.061901115,0,0.354546428,-16.1060009,0.131979689,major,0.885488629,0.100770928,107.6529999,1,0.225107044,0.546838522,-0.851047337,-0.61516124,0.728452206,-0.130495027,-0.85343349,0.352272749,-0.766291976
t_1c23deef-cea2-4352-b96a-3e05e73aeb4c,275.6266785,1971,99.09314498,0.818728685,0.417380422,0.484764785,0.531901181,8.020327568,0.309201986,1.031720638,0.000209079,0,0.092415012,-12.59799957,0.219206676,major,0.799985886,0.03357479,122.2330017,4,0.174190581,0.198553503,-0.300684065,0.052244905,-0.052835874,0.570698619,0.063235722,-0.381516665,-0.572306633
t_f85e8587-9e79-4107-8010-00824c934e88,169.8533325,1968,98.76424248,0.840895414,0.639855385,0.656589925,0.699716866,9.389100075,0.178881928,1.040208101,7.70E-08,0,0.107116289,-12.20400047,0.297619045,major,0.774739981,0.031821277,101.6480026,4,0.625267148,0.066558622,-0.231504127,0.002581457,0.205907062,0.396386057,-0.202433407,-0.023681516,-0.664382875
t_13de082e-0150-40fc-bc03-6930a71c8621,271.1333313,1989,91.67919495,0.016901499,0.536296666,0.492280126,0.546782792,7.095398426,0.871266663,0.887538135,0.000848287,0,0.087913327,-12.19999981,0.452479333,major,0.387339979,0.072907127,128.2799988,4,0.611813366,0.087263219,-0.022899432,-0.019195685,-0.197134271,0.299093246,0.078928024,-0.206126571,-0.12096978
t_c81298c6-cd1c-422a-a17a-f6c3efad57a5,169.1199951,1968,98.12845932,0.207370713,0.27434352,0.242046222,0.392385781,5.02560854,0.612776339,1.023277402,0.002205023,0,0.535575151,-5.031000137,0.25,major,0.550228417,0.028619245,105.5090027,4,0.440529495,-0.165616333,-0.161807403,0.12853685,0.575431526,0.7806198,-0.241340607,0.41851905,-0.323890179
t_5fa5b87f-f722-4754-9cab-8c18070b33d3,60.10667038,1968,93.85431109,0.955677032,0.502701998,0.57981801,0.669082224,9.100196838,0.184408352,1.05550766,0.834388971,0,0.071670994,-18.44000053,0.417582422,major,0.791368723,0.135786995,119.961998,3,0.301603854,0.555747926,-0.875158548,-0.265058428,0.5251652,0.077808976,-0.216787145,0.028594719,-0.150842756
t_b36f062b-6e28-4707-9876-1d8946d710fe,255.1733246,1989,95.41987501,0.355959594,0.681440175,0.713296235,0.816758096,10.29711533,0.328434885,1.018620133,1.87E-05,0,0.055595621,-14.56900024,0.681440473,major,0.337777615,0.039605159,99.51699829,4,0.60187912,-0.023972262,-0.269812733,0.393572479,0.220056042,0.420662045,-0.021967391,-0.185615048,-0.69347465
t_6f0d6c30-f624-45df-9705-71ccfc792104,247.706665,1979,98.76777125,0.005348936,0.423134416,0.372431159,0.575107157,5.966386795,0.904964089,0.960450768,0.1034716,0,0.440634578,-4.197000027,0.486873507,major,0.362854928,0.031416535,122.3519974,4,0.562383056,0.127697974,0.169797525,-0.038990129,-0.327147335,0.547282696,0.130025238,-0.208282232,-0.145581186
t_19d86163-9728-4ec0-93d4-2298e30a9f8e,160.9600067,1960,97.5316245,0.785277128,0.2080888,0.204985783,0.253528625,5.000127316,0.33491233,0.993130326,0.697400928,0,0.437798738,-12.64000034,0.175757572,major,0.804995537,0.037743583,145.7590027,4,0.39386037,0.377210587,-0.942103922,-0.197431341,0.831647336,0.105942041,-0.66338706,0.094952717,-0.594847918
t_43d40687-5679-4d9d-8fe6-5ebe21ef8cfb,173.6266632,1971,90.58872975,0.231304139,0.469438046,0.47152406,0.458674103,7.362233162,0.797416151,0.946220636,8.84E-08,0,0.109725468,-9.81099987,0.485294104,major,0.399013638,0.071118139,177.0850067,4,0.80850172,0.113065511,-0.332548499,0.055174112,0.147384375,0.662131906,-0.049768176,-0.285713464,-0.713086665
t_827c991b-1845-4914-8651-4f1144abe190,167.0399933,1969,93.10284735,0.386240065,0.44266814,0.451462895,0.545892239,7.240091324,0.327597171,0.998914659,2.29E-07,0,0.099678166,-12.38000011,0.325657904,major,0.549508274,0.034020822,132.2039948,4,0.82472378,-0.088848643,-0.283450246,0.124933057,0.618679285,0.385244519,-0.160194993,0.449584216,-0.330416471
